Zip,Address,List Price,List  Date,Approx Living Area,Approx Total SqFt,Cond,Beds Total,Baths Full,Baths Half,DOM,Close Price,Close Date,SP$/SQFT,Car Storage,Stories,Construction Materials,Foundation,Fencing,Pool Type
70115,3801 Annunciation  St ,"$799,000",03/03/2023,"2,500","2,900",NEW,4,3,0,0,"$799,000",03/03/2023,$319.60,"Two, Driveway Only, Off Street Parking",2,Hardy Plank,Raised,,
70115,4115 Laurel  St ,"$419,000",08/29/2022,"1,310","1,470",VRGD,3,2,0,132,"$419,000",02/22/2023,$319.85,"Two, Driveway Only",1,"Frame, Siding",Raised,,None
70118,1327 Pine  St ,"$1,095,000",11/08/2022,"3,415","4,162",VRGD,5,4,0,2,"$1,090,000",01/10/2023,$319.18,"Three or More, Driveway Only, Off Street Parking",2,"Hardy Plank, Wood Siding",Raised,,None
70115,621 Milan  St ,"$575,000",08/15/2022,"1,791","1,803",EXCE,3,2,1,26,"$560,000",10/21/2022,$312.67,"One, Off Street Parking",2,Hardy Plank,Raised,,None
70118,607 Cherokee  St ,"$935,000",01/05/2023,"2,907","3,343",VRGD,4,3,1,75,"$836,000",04/06/2023,$287.58,Two,3,"Brick, Frame, Wood Siding",Raised,,None
70115,5824 Magnolia  St ,"$665,000",05/15/2023,"2,067","4,440",EXCE,3,2,0,1,"$655,000",06/20/2023,$316.88,"One, Driveway Only",2,Wood Siding,Raised,,None
70119,3229 Bienville  St ,"$530,000",05/12/2023,"1,642","1,716",EXCE,3,2,1,13,"$527,500",06/30/2023,$321.25,Driveway Only,2,Hardboard Siding,Raised,,
70119,3037 St Ann  St ,"$850,000",05/29/2023,"2,628","2,859",EXCE,5,3,1,7,"$850,000",07/12/2023,$323.44,None,2,Hardy Plank,Raised,,Inground
70119,3125 Ponce De Leon  St ,"$799,000",06/16/2022,"2,468","2,922",EXCE,3,2,1,156,"$781,000",12/22/2022,$316.45,"One, Detached, Garage",2,Hardy Plank,Raised,,None
70118,6324 Annunciation  St ,"$665,000",10/09/2022,"2,050","2,351",EXCE,3,2,0,158,"$630,000",04/19/2023,$307.32,None,1,Wood Siding,Raised,,None
70118,2220 Palmer  Ave ,"$1,275,000",02/06/2023,"3,923","4,422",EXCE,5,3,0,30,"$1,175,000",05/31/2023,$299.52,"One, Driveway Only",2,"Hardy Plank, Wood Siding",Raised,,Inground
70118,8012 Panola  St ,"$699,000",03/28/2023,"2,150","2,150",EXCE,3,2,1,2,"$707,000",05/04/2023,$328.84,"Two, Driveway Only",1,Hardboard Siding,Raised,,None
70115,4873 Laurel  St ,"$609,900",08/12/2022,"1,875","2,329",EXCE,3,2,0,48,"$602,500",11/02/2022,$321.33,None,1,Wood Siding,Raised,,None
70125,4500  S Prieur  St ,"$439,000",10/14/2022,"1,349","2,000",EXCE,2,2,0,108,"$415,000",03/01/2023,$307.64,"Detached, Garage",1,"Frame, Wood Siding",Raised,,None
70118,2013 Burdette  St ,"$729,000",07/20/2023,"2,240","2,240",EXCE,3,2,1,17,"$680,000",09/08/2023,$303.57,Three or More,2,Hardy Plank,Raised,Wood,
70115,923 Austerlitz  St ,"$775,000",03/23/2023,"2,381","2,591",EXCE,3,2,1,27,"$762,500",05/25/2023,$320.24,None,2,"Hardy Plank, Wood Siding",Raised,,None
70115,4106 Constance  St ,"$749,000",05/16/2023,"2,300","2,526",VRGD,3,3,0,5,"$749,000",06/30/2023,$325.65,"Driveway Only, Off Street Parking",1,Wood Siding,Raised,,None
70115,5826  S Robertson  St ,"$399,999",02/27/2023,"1,228","1,370",VRGD,2,2,0,59,"$385,000",06/22/2023,$313.52,"Two, Driveway Only, Off Street Parking",2,Wood Siding,"Raised, Slab",,None
70115,4525  S Saratoga  St ,"$515,000",01/13/2023,"1,581","1,983",VRGD,2,2,0,7,"$495,000",02/24/2023,$313.09,"Two, Driveway Only",2,Hardy Plank,Raised,,
70118,932 Joliet  St ,"$375,000",05/05/2023,"1,150","1,227",EXCE,2,1,0,4,"$362,000",06/13/2023,$314.78,None,1,Vinyl Siding,Raised,,None
70118,2135 Fern  St ,"$425,000",05/26/2023,"1,303","1,303",EXCE,3,2,0,66,"$370,000",08/21/2023,$283.96,One,1,"Brick, Concrete, Siding, Stone",Slab,,None
70118,403 Hillary  St ,"$529,500",06/09/2023,"1,622","1,892",AVG,2,2,0,67,"$505,000",08/21/2023,$311.34,None,1,"Frame, Hardy Plank, Wood Siding",Raised,Brick,
70118,7417 Pitt  St ,"$849,000",10/11/2022,"2,600","2,905",NEW,4,3,0,79,"$820,000",01/20/2023,$315.38,"Two, Driveway Only",2,Hardy Plank,Raised,,None
70118,627 Webster  St ,"$485,000",12/09/2022,"1,478","1,562",FAIR,2,3,0,0,"$485,000",12/09/2022,$328.15,Driveway Only,1,Wood Siding,Raised,,None
70119,1117  N Gayoso  St ,"$520,000",10/24/2022,"1,584","1,634",VRGD,3,2,0,3,"$500,000",12/05/2022,$315.66,"Driveway Only, Off Street Parking",2,Siding,Raised,,None
70115,3318 Constance  St ,"$675,000",06/08/2023,"2,054","2,392",VRGD,3,2,0,2,"$665,000",06/30/2023,$323.76,None,1,"Hardy Plank, Wood Siding",Raised,,None
70115,3425 Constance  St ,"$649,000",06/24/2023,"1,974","2,385",EXCE,3,2,0,7,"$626,800",08/15/2023,$317.53,None,1,"Hardy Plank, Wood Siding",Raised,,None
70125,3701 State Street  Dr ,"$519,000",11/29/2022,"1,578","1,578",EXCE,3,2,0,8,"$519,000",01/06/2023,$328.90,"Three or More, Carport, Off Street Parking",1,"Frame, Wood Siding",Raised,,
70119,4700 Palmyra  St ,"$429,000",03/14/2023,"1,304","1,927",EXCE,2,2,0,30,"$415,000",05/23/2023,$318.25,None,1,"Frame, Hardy Plank",Raised,,None
70115,4427 Annunciation  St ,"$675,000",04/28/2023,"2,048","2,187",EXCE,3,3,0,6,"$665,000",06/02/2023,$324.71,None,1,Siding,Raised,,None
70118,7531 Plum  St ,"$595,000",04/05/2023,"1,800","1,968",EXCE,3,2,1,12,"$585,000",05/03/2023,$325.00,"One, Off Street Parking",1,"Frame, Hardy Plank, Wood Siding",Raised,,
70118,2516 Palmer  Ave ,"$495,000",03/01/2023,"1,496","1,496",VRGD,3,2,0,5,"$525,000",03/31/2023,$350.94,Three or More,1,"Structural Insulated Panels, Wood Siding",Raised,,None
70115,1019 Bellecastle  St ,"$760,000",03/06/2023,"2,296","2,549",EXCE,4,3,0,2,"$777,000",04/05/2023,$338.41,"One, Off Street Parking",2,Hardy Plank,Raised,,Inground
70115,3014 Constance  St ,"$625,000",05/15/2023,"1,885","2,242",EXCE,3,2,0,4,"$610,000",07/06/2023,$323.61,None,2,Wood Siding,Raised,,None
70118,8221 Freret  St ,"$679,000",10/18/2022,"2,043","2,330",EXCE,3,2,1,84,"$653,000",02/23/2023,$319.63,None,1,Wood Siding,Raised,,None
70115,520 Valmont  St ,"$399,000",09/07/2022,"1,200","1,200",AVG,2,2,0,178,"$360,000",06/15/2023,$300.00,"Two, Driveway Only, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,,None
70118,2029  S Carrollton  Ave ,"$1,499,000",09/27/2022,"4,504","5,616",EXCE,5,3,1,137,"$1,200,000",02/28/2023,$266.43,"Three or More, Carport",3,Frame,Raised,,"Inground, Salt Water"
70118,8009 Willow  St ,"$769,000",10/17/2022,"2,303","2,650",EXCE,3,2,1,85,"$740,000",03/01/2023,$321.32,"Two, Driveway Only",2,Wood Siding,Raised,,None
70125,6313 Pritchard  Pl ,"$274,900",09/22/2022,821,859,EXCE,2,2,0,3,"$275,000",11/11/2022,$334.96,None,1,Wood Siding,Raised,,None
70115,935 Seventh  St ,"$525,000",03/16/2023,"1,567","1,631",EXCE,3,2,1,4,"$550,000",05/15/2023,$350.99,"One, Driveway Only, Off Street Parking",2,"Hardy Plank, Wood Siding",Raised,,None
70115,1905 Peniston  St ,"$1,475,000",07/12/2023,"4,400","4,850",EXCE,4,3,1,14,"$1,345,000",09/18/2023,$305.68,"Two, Driveway Only, Off Street Parking",2,"Cedar, Stone, Wood Siding",Raised,"Full, Wood, Wrought Iron","Inground, Salt Water"
70115,721 Leontine  St ,"$879,000",07/06/2023,"2,618","2,618",EXCE,3,2,1,4,"$879,000",08/01/2023,$335.75,"Two, Off Street Parking",2,"Hardy Plank, Wood Siding",Raised,"Electric, Wood, Wrought Iron",None
70118,7462 Hurst  St ,"$450,000",02/27/2023,"1,338","1,383",EXCE,3,2,0,5,"$450,000",04/07/2023,$336.32,"Two, Driveway Only",1,"Hardy Plank, Vinyl Siding",Raised,,None
70118,1538 Hillary  St ,"$585,000",05/08/2023,"1,739","1,873",EXCE,2,2,0,31,"$578,000",07/12/2023,$332.37,"One, Carport, Covered, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,,None
70115,614 Valence  St ,"$599,000",11/29/2022,"1,775","1,775",EXCE,3,2,1,3,"$605,000",12/23/2022,$340.85,None,1,"Hardy Plank, Wood Siding",Raised,,
70115,5222 Chestnut  St ,"$874,000",06/06/2022,"2,584","2,925",EXCE,4,3,0,224,"$840,000",03/15/2023,$325.08,"Two, Driveway Only",2,"Hardy Plank, Wood Siding",Raised,,None
70119,3525 Iberville  St ,"$739,000",10/20/2022,"2,183","2,444",EXCE,4,3,0,5,"$734,000",12/02/2022,$336.23,"Two, Driveway Only, Off Street Parking",2,Hardy Plank,Raised,,"Heated, Inground"
70115,731 Harmony  St ,"$565,000",11/04/2022,"1,668","1,989",EXCE,3,3,0,31,"$550,000",01/19/2023,$329.74,Driveway Only,2,"Hardy Plank, Wood Siding",Raised,,None
70118,720 Calhoun  St ,"$645,000",07/15/2022,"1,900","1,900",VRGD,4,3,0,69,"$625,000",10/19/2022,$328.95,"One, Driveway Only",2,"Stucco, Wood Siding",Slab,,None
70118,7534 Jeannette  St ,"$624,000",05/31/2023,"1,837","3,038",AVG,4,2,0,37,"$570,000",08/14/2023,$310.29,Driveway Only,2,"Stucco, Wood Siding",Other,,
70115,5376 Laurel  St ,"$425,000",06/06/2023,"1,251","1,381",EXCE,2,2,0,1,"$425,000",07/03/2023,$339.73,None,1,"Hardboard Siding, Wood Siding",Raised,"Wood, Wrought Iron",None
70125,102 Fontainebleau  Dr ,"$510,000",05/05/2023,"1,500","2,023",VRGD,2,2,0,4,"$510,000",07/07/2023,$340.00,"Three or More, Driveway Only, Off Street Parking",1,Wood Siding,Raised,,None
70115,516 General Pershing  St ,"$525,000",03/17/2023,"1,544","1,739",EXCE,3,2,0,2,"$525,000",04/20/2023,$340.03,None,1,"Hardy Plank, Siding",Raised,,None
70115,2611 Octavia  St ,"$750,000",06/13/2023,"2,200","2,200",EXCE,3,3,0,2,"$706,100",07/10/2023,$320.95,"Two, Three or More, Driveway Only",2,Wood Siding,Raised,Wood,None
70115,1610 Soniat  St ,"$1,100,000",04/24/2023,"3,220","3,220",VRGD,4,3,1,3,"$955,000",06/05/2023,$296.58,"Three or More, Carport",1,Brick,Slab,,None
70118,2321 State  St ,"$1,250,000",09/28/2022,"3,657","3,918",EXCE,4,4,1,47,"$1,100,000",12/09/2022,$300.79,None,3,"Hardy Plank, Wood Siding",Raised,,"Inground, Salt Water"
70118,2626 Palmer  Ave ,"$599,000",05/30/2023,"1,752","2,239",EXCE,4,2,0,10,"$585,000",06/30/2023,$333.90,"Three or More, Off Street Parking",1,Wood Siding,Raised,,None
70119,3053 Dumaine  St ,"$739,000",10/25/2022,"2,160","2,571",EXCE,3,2,1,52,"$699,950",01/13/2023,$324.05,"Two, Driveway Only, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,,None
70118,1210 Joliet  St ,"$399,900",08/16/2023,"1,168","1,600",EXCE,2,1,0,6,"$375,000",09/22/2023,$321.06,"Three or More, Driveway Only, Off Street Parking",1,Fiber Cement,Raised,,None
70115,3643 Camp  St ,"$2,595,000",09/14/2022,"7,577","8,821",EXCE,6,6,1,147,"$2,320,000",04/03/2023,$306.19,Three or More,3,"Brick, Wood Siding",Slab,,
70119,3130 St Philip  St ,"$795,000",10/24/2022,"2,321","2,455",EXCE,4,3,0,37,"$772,000",12/20/2022,$332.62,Driveway Only,2,"Hardy Plank, Wood Siding",Raised,,"Inground, Salt Water"
70115,5343 Pitt  St ,"$1,200,000",10/25/2022,"3,503","4,164",VRGD,3,3,0,137,"$1,100,000",04/10/2023,$314.02,"Three or More, Attached, Garage",2,"Hardy Plank, Wood Siding","Raised, Slab",,None
70115,1724 General Taylor  St ,"$499,000",01/31/2023,"1,455","1,632",EXCE,3,2,0,14,"$490,000",03/22/2023,$336.77,None,2,Wood Siding,Raised,,
70115,601 Sixth  St ,"$1,149,000",04/21/2023,"3,340","3,786",EXCE,4,3,1,118,"$1,048,000",09/29/2023,$313.77,"Two, Driveway Only, Off Street Parking",2,Hardy Plank,Raised,,None
70115,4600 Magnolia  St ,"$374,500",07/20/2022,"1,088","1,166",EXCE,2,2,0,122,"$345,000",12/29/2022,$317.10,None,1,Hardy Plank,Raised,,None
70115,816 Harmony  St ,"$740,000",08/10/2023,"2,137","2,699",EXCE,3,2,0,0,"$740,000",08/10/2023,$346.28,"Two, Driveway Only",1,"Hardy Plank, Wood Siding",Raised,"Privacy, Wood",None
70118,836 Cherokee  St ,"$669,000",06/19/2023,"1,930","1,930",EXCE,3,2,0,2,"$670,000",07/14/2023,$347.15,"Two, Off Street Parking",1,"Hardy Plank, Wood Siding","Raised, Slab",Wrought Iron,
70119,2829 Grand Rte Saint John  St ,"$1,250,000",05/27/2023,"3,605","3,775",EXCE,4,3,0,4,"$1,225,000",06/30/2023,$339.81,"Two, Driveway Only, Off Street Parking",2,"Frame, Wood Siding",Raised,,None
70115,5410 Garfield  St ,"$730,000",02/13/2023,"2,105","2,427",EXCE,3,2,1,4,"$730,000",03/17/2023,$346.79,"One, Garage",2,Hardy Plank,Raised,,None
70115,5429 Camp  St ,"$1,150,000",09/20/2022,"3,300","3,338",EXCE,5,2,1,34,"$1,125,000",12/08/2022,$340.91,"Two, Off Street Parking",2,Siding,Raised,,None
70118,1033 Joliet  St ,"$1,100,000",04/18/2023,"3,155","5,235",VRGD,3,4,1,5,"$1,100,000",05/12/2023,$348.65,"Two, Covered, Off Street Parking",2,"Brick Veneer, Frame","Raised, Slab",,"Heated, Salt Water"
70118,7724 Benjamin  St ,"$450,000",03/09/2023,"1,290","1,290",VRGD,2,2,0,18,"$443,000",05/10/2023,$343.41,"Two, Driveway Only",1,Wood Siding,Raised,,
70118,1722 Cambronne  St ,"$319,000",03/23/2023,912,912,,2,1,0,1,"$319,000",05/09/2023,$349.78,None,1,"Frame, Wood Siding",Other,"Chain Link, Wood",
70118,7825 Freret  St ,"$869,000",02/02/2023,"2,484","2,484",VRGD,4,2,1,47,"$800,000",05/15/2023,$322.06,"Three or More, Garage, Off Street Parking",2,Siding,Raised,,None
70115,3242 Annunciation  St ,"$555,000",10/17/2022,"1,586","1,732",VRGD,2,2,1,4,"$531,855",11/30/2022,$335.34,Driveway Only,1.5,Hardy Plank,Raised,,None
70115,4004 Camp  St ,"$535,000",02/16/2023,"1,525","1,700",VRGD,3,2,0,4,"$535,000",03/20/2023,$350.82,None,1,Wood Siding,Raised,,None
70118,2239 State  St ,"$1,125,000",01/10/2023,"3,200","3,600",VRGD,3,3,1,98,"$1,076,000",06/20/2023,$336.25,"Three or More, Driveway Only, Off Street Parking",2,"Brick, Stucco, Wood Siding",Raised,,None
70125,5029  S Prieur  St ,"$459,000",05/04/2023,"1,302","1,302",EXCE,3,2,0,4,"$461,500",06/02/2023,$354.45,"Two, Driveway Only",1,"Aluminum Siding, Siding",Raised,,Inground
70115,819 Leontine  St ,"$849,000",07/13/2023,"2,408","2,705",EXCE,3,2,1,27,"$795,000",09/05/2023,$330.15,None,2,"Hardy Plank, Wood Siding",Raised,Wood,None
70115,1012 Jefferson  Ave ,"$900,000",12/05/2022,"2,550","3,250",AVG,5,2,0,10,"$830,000",01/30/2023,$325.49,"Three or More, Driveway Only, Off Street Parking",2,Wood Siding,Raised,,
70119,2805 Bell  St ,"$1,150,000",04/18/2023,"3,257","4,421",VRGD,4,3,1,70,"$1,000,000",08/11/2023,$307.03,"Two, Attached, Garage",2,Wood Siding,Raised,,None
70115,913 Eighth  St ,"$565,000",05/15/2023,"1,600","1,900",VRGD,3,2,0,20,"$545,000",07/14/2023,$340.63,None,1,Wood Siding,Raised,,None
70115,540 Napoleon  Ave ,"$480,000",08/23/2023,"1,359","1,359",EXCE,2,2,0,7,"$480,000",09/29/2023,$353.20,"Two, Driveway Only, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,"Wood, Wrought Iron",None
70115,3450 Laurel  St ,"$799,000",01/09/2023,"2,262","2,350",EXCE,3,2,1,3,"$800,000",02/24/2023,$353.67,"One, Driveway Only, Off Street Parking",2,Wood Siding,Raised,,
70115,4908 Carondelet  St ,"$810,000",03/27/2023,"2,292","2,292",EXCE,3,2,1,18,"$775,000",05/04/2023,$338.13,"Carport, Covered",2,"Brick, Siding",Slab,,None
70115,921 Aline  St ,"$525,000",05/15/2023,"1,483","1,483",VRGD,3,2,0,31,"$525,000",07/14/2023,$354.01,"One, Driveway Only, Off Street Parking",1,Wood Siding,Raised,,None
70115,2735 Joseph  St ,"$660,000",06/19/2023,"1,863","1,915",EXCE,4,2,1,22,"$645,000",08/07/2023,$346.22,"Two, Detached, Garage",1.5,"Frame, Hardy Plank, Wood Siding",Raised,,
70115,1418 Soniat  St ,"$985,000",09/13/2022,"2,774","2,799",VRGD,4,2,1,14,"$940,000",11/04/2022,$338.86,One,2,"Frame, Wood Siding",Raised,,Inground
70115,520 Robert  St ,"$773,000",08/09/2023,"2,175","2,250",VRGD,3,3,0,2,"$750,000",09/15/2023,$344.83,Two,1,Hardy Plank,Raised,Wood,None
70118,7451 Benjamin  St ,"$1,085,000",03/16/2023,"3,047","3,230",EXCE,4,4,0,2,"$1,175,000",05/05/2023,$385.63,"Two, Off Street Parking",2,"Concrete, Hardy Plank, Stucco","Raised, Slab",,
70119,3221 Grand Route St John  St ,"$799,000",03/01/2023,"2,243","2,945",EXCE,3,3,1,84,"$770,000",06/23/2023,$343.29,"Three or More, Driveway Only, Off Street Parking",2,"Hardy Plank, Siding, Wood Siding",Slab,,None
70115,4217 Baronne  St ,"$579,000",03/13/2023,"1,621","1,621",EXCE,2,2,1,13,"$558,500",05/12/2023,$344.54,"One, Driveway Only",2,Hardy Plank,Raised,,
70115,3727 Laurel  St ,"$775,000",02/28/2023,"2,169","2,450",EXCE,3,2,1,27,"$750,000",04/28/2023,$345.78,None,2,"Hardy Plank, Wood Siding",Raised,,None
70115,1830 General Taylor  St ,"$445,000",08/01/2022,"1,245","1,245",EXCE,2,2,0,22,"$435,000",10/03/2022,$349.40,None,1,"Hardy Plank, Wood Siding",Raised,,None
70115,2124 Upperline  St ,"$495,000",11/28/2022,"1,384","1,524",EXCE,3,2,0,3,"$495,000",12/30/2022,$357.66,"One, Driveway Only, Off Street Parking",1,Hardy Plank,Raised,,None
70115,4612 Laurel  St ,"$975,000",01/30/2023,"2,717","2,873",EXCE,4,3,1,10,"$950,000",03/24/2023,$349.65,"Two, Off Street Parking",2,"Hardy Plank, Wood Siding",Raised,,None
70115,1117 Marengo  St ,"$775,000",04/17/2023,"2,158","2,574",EXCE,3,2,0,7,"$785,000",06/15/2023,$363.76,None,1,Siding,Raised,,None
70118,7328 Freret  St ,"$679,000",03/03/2023,"1,890","2,070",EXCE,3,2,1,1,"$649,000",05/19/2023,$343.39,"Three or More, Driveway Only, Off Street Parking",1,"Concrete, Wood Siding",Raised,,None
70115,3720 Laurel  St ,"$925,000",08/30/2022,"2,572","2,814",EXCE,4,3,1,183,"$905,000",03/31/2023,$351.87,"Two, Off Street Parking",2,Hardy Plank,Raised,,None
70115,4510 Annunciation  St ,"$999,000",05/08/2023,"2,776","2,821",EXCE,5,4,0,3,"$999,000",06/20/2023,$359.87,"Two, Off Street Parking",3,"Concrete, Hardboard Siding","Raised, Slab",,
70115,3005 Chippewa  St ,"$649,000",04/05/2023,"1,800","2,945",EXCE,3,2,1,3,"$639,000",04/21/2023,$355.00,Off Street Parking,2,"Hardy Plank, Wood Siding",Raised,,None
70118,1028 Cambronne  St ,"$365,000",01/12/2023,"1,008","1,095",EXCE,2,1,0,2,"$376,000",02/27/2023,$373.02,None,1,"Frame, Wood Siding",Raised,,None
70118,7705 Hampson  St ,"$475,000",01/13/2023,"1,310","1,528",VRGD,2,2,0,7,"$465,000",03/01/2023,$354.96,None,1,Wood Siding,Raised,,None
70118,6120 Magnolia  St ,"$615,000",05/13/2023,"1,696","1,696",EXCE,4,2,0,4,"$615,000",06/27/2023,$362.62,"Three or More, Off Street Parking",1,Brick,Slab,,None
70118,1815 Pine  St ,"$535,000",03/07/2023,"1,475","2,290",EXCE,3,1,0,3,"$535,000",04/19/2023,$362.71,"Two, Driveway Only, Off Street Parking",1,Wood Siding,Raised,,None
70115,4816 Annunciation  St ,"$649,900",02/27/2023,"1,791","1,914",EXCE,3,2,0,6,"$637,900",04/11/2023,$356.17,"Two, Driveway Only, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,,None
70115,4430 Laurel  St ,"$599,000",02/14/2023,"1,650","1,888",EXCE,2,2,0,2,"$615,000",03/21/2023,$372.73,None,1,Frame,Raised,,
70115,800 Valmont  St ,"$890,000",09/16/2022,"2,450","3,038",EXCE,3,2,1,42,"$875,000",11/29/2022,$357.14,"Two, Carport, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,,None
70119,639  N Pierce  St ,"$349,000",06/13/2022,960,"1,000",EXCE,2,1,0,76,"$320,000",10/21/2022,$333.33,"One, Driveway Only",1,Wood Siding,Raised,,None
70118,1125 Hillary  St ,"$675,000",09/15/2021,"1,855","2,400",VRGD,2,2,0,196,"$600,000",10/21/2022,$323.45,"Two, Detached",2,Siding,Raised,,None
70118,930 Adams  St ,"$365,000",06/13/2022,"1,003","1,087",VRGD,2,1,0,131,"$350,000",11/03/2022,$348.95,None,1,Wood Siding,Raised,,None
70119,2932 Fortin  St ,"$350,000",03/06/2023,960,"1,189",VRGD,2,1,0,5,"$350,000",05/12/2023,$364.58,"One, Driveway Only, Off Street Parking",1,"Frame, Siding",Raised,,None
70125,8000 Nelson  St ,"$799,000",01/30/2023,"2,190","2,560",EXCE,3,2,1,31,"$799,000",03/24/2023,$364.84,"One, Carport, Covered",2,"Hardy Plank, Wood Siding",Raised,,None
70118,1819 Joliet  St ,"$365,000",07/24/2022,"1,000","1,000",NEW,2,2,0,108,"$330,000",12/20/2022,$330.00,None,2,Structural Insulated Panels,Raised,,None
70118,309 Lowerline  St ,"$475,000",06/19/2023,"1,300","1,448",EXCE,2,2,0,10,"$475,500",08/08/2023,$365.77,"Driveway Only, Off Street Parking",1,Wood Siding,Raised,Wood,None
70115,4725 Coliseum  St ,"$399,999",06/03/2023,"1,094","1,094",VRGD,2,2,0,73,"$380,000",09/12/2023,$347.35,None,1,"Hardy Plank, Wood Siding",Raised,Wood,None
70115,5020 Annunciation  St ,"$394,999",08/02/2022,"1,080","1,178",EXCE,2,2,0,120,"$380,000",12/29/2022,$351.85,None,1,"Brick, Stucco",Raised,,None
70115,5319 Annunciation  St ,"$549,000",05/09/2023,"1,500","1,800",VRGD,3,2,0,13,"$532,000",06/30/2023,$354.67,"Two, Driveway Only",1,"Hardy Plank, Wood Siding",Raised,,None
70115,1664 Robert  St ,"$1,147,000",10/24/2022,"3,127","3,500",EXCE,5,3,1,22,"$1,150,000",12/28/2022,$367.76,"Driveway Only, Off Street Parking",2,"Frame, Wood Siding",Raised,,None
70115,1103 Soniat  St ,"$925,000",04/10/2023,"2,518","3,500",VRGD,3,2,1,79,"$895,000",08/02/2023,$355.44,Garage,1,Frame,Raised,,None
70119,2832 Ponce De Leon  St ,"$399,000",05/27/2023,"1,086","1,166",VRGD,2,1,0,9,"$430,000",06/30/2023,$395.95,None,1,"Frame, Other, Siding",Raised,,None
70115,4030 Constance  St ,"$625,000",03/03/2023,"1,701","1,701",EXCE,4,3,0,20,"$610,000",04/28/2023,$358.61,One,2,"Hardboard Siding, Wood Siding",Raised,,None
70115,2915 Camp  St ,"$1,000,000",01/30/2023,"2,714","3,033",VRGD,3,2,2,66,"$950,000",05/31/2023,$350.04,None,1.5,"Hardboard Siding, Vinyl Siding, Wood Siding",Raised,,None
70115,4023 Laurel  St ,"$499,000",06/20/2022,"1,353","2,221",EXCE,2,2,0,94,"$500,000",11/04/2022,$369.55,"Carport, Off Street Parking",1,Vinyl Siding,Raised,,None
70118,2319 State  St ,"$1,100,000",08/08/2022,"2,975","3,614",EXCE,3,2,1,36,"$1,075,000",10/31/2022,$361.34,"Three or More, Driveway Only, Off Street Parking",2,Hardy Plank,Raised,,None
70118,7707 Benjamin  St ,"$975,000",03/06/2023,"2,636","3,052",EXCE,3,2,1,5,"$975,000",04/10/2023,$369.88,"Two, Off Street Parking",2,Hardy Plank,"Raised, Slab",,
70115,3717 Carondelet  St ,"$1,590,000",05/15/2023,"4,297","4,700",VRGD,5,4,0,13,"$1,525,000",07/14/2023,$354.90,"Driveway Only, Off Street Parking",3,Wood Siding,Raised,,Inground
70118,7707 Oak  St ,"$500,000",06/15/2023,"1,351","1,451",EXCE,2,2,0,53,"$475,000",08/25/2023,$351.59,Off Street Parking,1,"Frame, Siding",Raised,"Wood, Wrought Iron",None
70119,4805 Iberville  St ,"$325,000",12/14/2022,878,"1,493",VRGD,2,1,0,9,"$310,000",03/02/2023,$353.08,"Two, Off Street Parking",2,Wood Siding,Other,,
70118,258 Pine  St ,"$643,000",02/27/2023,"1,735","1,912",EXCE,3,2,0,11,"$643,000",04/12/2023,$370.61,"One, Driveway Only, Off Street Parking",2,Wood Siding,Raised,,None
70115,1038 Valence  St ,"$795,000",07/07/2023,"2,144","2,447",EXCE,3,2,1,3,"$795,000",07/31/2023,$370.80,Driveway Only,2,Hardy Plank,Raised,,None
70119,100 H St John  Ct ,"$719,000",08/17/2022,"1,939","2,386",VRGD,3,2,0,84,"$710,000",03/08/2023,$366.17,"Two, Off Street Parking",2,"Frame, Hardy Plank",Raised,,None
70118,2413 State  St ,"$1,150,000",09/16/2022,"3,100","3,400",EXCE,4,3,1,3,"$1,150,000",10/25/2022,$370.97,"Three or More, Off Street Parking",2,Wood Siding,Raised,,Inground
70115,3914 Coliseum  St ,"$599,000",10/18/2022,"1,609","1,725",EXCE,2,2,0,4,"$590,000",12/05/2022,$366.69,"One, Driveway Only, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,,None
70118,6035 Prytania  St ,"$1,250,000",10/14/2022,"3,357","4,076",VRGD,3,2,2,26,"$975,000",12/22/2022,$290.44,"Carport, Driveway Only",2,Wood Siding,Raised,,None
70118,1538 Short  St ,"$719,000",11/01/2022,"1,930","2,754",EXCE,3,2,0,13,"$684,000",12/16/2022,$354.40,"Three or More, Covered",1,Stucco,Raised,,None
70115,4027 Tchoupitoulas  St ,"$379,000",05/18/2023,"1,015","1,015",VRGD,2,1,0,105,"$370,000",09/22/2023,$364.53,Two,1,"Metal, Siding",Raised,,
70118,6070 Chestnut  St ,"$1,200,000",01/17/2023,"3,213","3,584",VRGD,4,3,1,0,"$1,150,000",02/23/2023,$357.92,"Two, Attached, Garage",2,Brick,Slab,,"Heated, Inground"
70115,5508 Annunciation  St ,"$775,000",05/18/2023,"2,064","2,254",EXCE,3,3,1,42,"$745,000",08/01/2023,$360.95,None,2,"Hardy Plank, Wood Siding",Raised,,None
70115,3901 Constance  St ,"$975,000",04/15/2023,"2,593","2,775",EXCE,4,3,1,0,"$975,000",04/15/2023,$376.01,"Two, Off Street Parking",2,Siding,Raised,,
